index,time_s,out_v,code
67,7.998510000000e-06,2.078610000000e+00,2365
68,8.098500000000e-06,1.124120000000e+00,1279
69,8.198500000000e-06,2.830080000000e+00,3220
70,8.298510000000e-06,4.746090000000e-01,540
71,8.398500000000e-06,3.339840000000e+00,3800
72,8.498510000000e-06,1.371090000000e-01,156
73,8.598500000000e-06,3.484860000000e+00,3965
74,8.698510000000e-06,1.924800000000e-01,219
75,8.798500000000e-06,3.231740000000e+00,3677
76,8.898500000000e-06,6.275390000000e-01,714
77,8.998500000000e-06,2.641110000000e+00,3005
78,9.098500000000e-06,1.339450000000e+00,1524
79,9.198500000000e-06,1.850980000000e+00,2106
80,9.298500000000e-06,2.159470000000e+00,2457
81,9.398510000000e-06,1.048540000000e+00,1193
82,9.498500000000e-06,2.895120000000e+00,3294
83,9.598510000000e-06,4.245120000000e-01,483
84,9.698500000000e-06,3.371480000000e+00,3836
85,9.798500000000e-06,1.239260000000e-01,141
86,9.898500000000e-06,3.477830000000e+00,3957
87,9.998500000000e-06,2.197270000000e-01,250
88,1.009850000000e-05,3.186040000000e+00,3625
89,1.019850000000e-05,6.890630000000e-01,784
90,1.029850000000e-05,2.568160000000e+00,2922
91,1.039850000000e-05,1.419430000000e+00,1615
92,1.049850000000e-05,1.768360000000e+00,2012
93,1.059850000000e-05,2.240330000000e+00,2549
94,1.069850000000e-05,9.755860000000e-01,1110
95,1.079850000000e-05,2.956640000000e+00,3364
96,1.089850000000e-05,3.779300000000e-01,430
97,1.099850000000e-05,3.400490000000e+00,3869
98,1.109850000000e-05,1.160160000000e-01,132
99,1.119850000000e-05,3.465530000000e+00,3943
100,1.129850000000e-05,2.513670000000e-01,286
101,1.139850000000e-05,3.137700000000e+00,3570
102,1.149850000000e-05,7.532230000000e-01,857
103,1.159850000000e-05,2.493460000000e+00,2837
104,1.169850000000e-05,1.501170000000e+00,1708
105,1.179850000000e-05,1.685740000000e+00,1918
106,1.189850000000e-05,2.319430000000e+00,2639
107,1.199850000000e-05,9.043950000000e-01,1029
108,1.209850000000e-05,3.015530000000e+00,3431
109,1.219850000000e-05,3.348630000000e-01,381
110,1.229850000000e-05,3.425100000000e+00,3897
111,1.239850000000e-05,1.107420000000e-01,126
112,1.249850000000e-05,3.449710000000e+00,3925
113,1.259850000000e-05,2.865230000000e-01,326
114,1.269850000000e-05,3.084960000000e+00,3510
115,1.279850000000e-05,8.191410000000e-01,932
116,1.289850000000e-05,2.416990000000e+00,2750
117,1.299850000000e-05,1.582910000000e+00,1801
118,1.309850000000e-05,1.603130000000e+00,1824
119,1.319850000000e-05,2.397660000000e+00,2728
120,1.329850000000e-05,8.358400000000e-01,951
121,1.339850000000e-05,3.071780000000e+00,3495
122,1.349850000000e-05,2.953130000000e-01,336
123,1.359850000000e-05,3.445310000000e+00,3920
124,1.369850000000e-05,1.107420000000e-01,126
125,1.379850000000e-05,3.430370000000e+00,3903
126,1.389850000000e-05,3.251950000000e-01,370
127,1.399850000000e-05,3.029590000000e+00,3447
